"","site_no","wt_year","Annual_Discharge","t_mean","pcp"
"348","15292000",2010,10135.7534246575,0.829339321288798,-0.558106388622481
"349","15292000",2011,8912.93150684931,-0.181108727223343,-0.378682347982087
"350","15292000",2012,11234.8907103825,-1.06376859711276,0.731153507059854
"351","15292000",2013,11644.904109589,-0.315734708474742,0.480230293200455
"352","15292700",1984,3626.72131147541,0.424388872798429,-0.273956705112424
"353","15292700",1985,4268.8904109589,-0.706121449951186,0.519236158351931
"354","15292700",1986,3350.46575342466,-0.314383934223507,-0.298845732191371
"355","15292700",1987,4801.45205479452,1.11604137193774,0.409833364581896
"356","15292700",1988,3737.51366120219,0.894415576970722,-0.113897819299665
"357","15292700",1989,4247.45205479452,-0.70037121105577,0.538659111679428
"358","15292700",1990,5384.43835616438,-0.197826688770308,0.900499156138135
"359","15292700",1991,3774.98630136986,-0.723302603049928,-0.166246798117128
"360","15292700",1992,3522.48633879781,-0.703385543360168,-0.726056454309987
"361","15292700",1993,4859.56164383562,0.47646805615837,0.247674441979163
"362","15292700",1994,4321.8904109589,0.81042510242874,-0.262902964134183
"363","15292700",1995,4046.93150684932,-0.410774814867829,0.130456736704541
"364","15292700",1996,3109.97267759563,-0.471857945406292,-0.685620279589461
"365","15292700",1997,3582.79452054795,0.324566562688495,-0.397505174308187
"366","15292700",1998,3861.3698630137,0.164729455824838,0.0344915002791417
"367","15292700",1999,3843.04657534247,-0.797400837425246,-0.241054158885446
"368","15292700",2000,4452.95081967213,-0.394350869242205,-0.00330712793187971
"369","15292700",2001,3694.68493150685,1.37872708094979,-0.24878715870695
"370","15292700",2002,3822.16438356164,-0.619771341764782,0.255141441793077
"371","15292700",2003,4232.35616438356,2.12027525322564,0.40065211655779
"372","15292700",2004,3606.12021857923,0.749854862407988,-0.264340238252448
"373","15292700",2005,5862.8,1.30367545258616,0.89710129402164
"374","15292700",2006,4007.06849315068,-0.717828711155906,0.22793660165949
"375","15292700",2007,3588.90410958904,-0.52933169432864,-0.194441295766996
"376","15292700",2008,3419.34699453552,-0.325651447260235,-0.461639015852577
"377","15292700",2009,3556.45205479452,-1.04543349671747,-0.544532099345492
"378","15292700",2010,3764.43835616438,0.541802704052275,-0.42995689459559
"379","15292700",2011,3118.16438356164,-0.235508770032579,-0.262476826935179
"380","15292700",2012,4444.59016393443,-1.15503705569491,0.569720433176391
"381","15292700",2013,4661.87671232877,-0.25703193772222,0.444164386412336
"382","15295700",1984,257.887978142077,0.521512463699199,-0.0864867265025779
"383","15295700",1985,224.142465753425,-0.287619213951337,-0.201900312801202
"384","15295700",1986,257.813698630137,-0.261706618659405,0.518251359959443
"385","15295700",1987,369.649315068493,0.856532292994153,1.56321396480004
"386","15295700",1988,303.210382513661,0.0396044975405352,0.187565972904364
"387","15295700",1989,196.764383561644,-0.216134471886067,-0.473497141897679
"388","15295700",1990,222.019178082192,-0.0348612772352577,-0.173569390674432
"389","15295700",1991,245.561643835616,-0.425776017897038,0.227027237912019
"390","15295700",1992,228.308743169399,-0.303576977990775,-0.173845757544041
"391","15295700",1993,226.854794520548,0.463131754902295,-0.72016381174326
"392","15295700",1994,218.632876712329,0.512257412629616,1.00982300490141
"393","15295700",1995,280.545205479452,-0.295402837984471,0.797779957950115
"394","15295700",1996,204.653005464481,0.274455117692964,-1.05815802961588
"395","15295700",1997,202.638356164384,0.722170395709367,-0.413178959985574
"396","15295700",1998,246.887671232877,0.12861142052441,0.96072458277146
"397","15295700",1999,224.391780821918,-1.12606402617465,-0.388177275160949
"398","15295700",2000,193.150273224044,-0.597588924758343,-0.812232235570749
"399","15295700",2001,231.660273972603,1.12397548363337,0.956597765783469
"400","15295700",2002,226.390136986301,-0.56067243535589,0.137279883523782
